policy_name,trajectory_id,title,visit_number,previous_expected_action,expected_action,policy_selected_action,evidence_state_inferred,evidence_status_stage_adjusted,failure_being_tested,authorization_dependency,conservative_margin_trigger,ptmar_flag,aacr_flag,defer_flag,unsafe_authorization_flag,over_deferral_flag,correct_authorization_flag
permissive,OGR_TRJ_011,Over-deferral despite sufficient evidence for continuation,1,none_first_visit,continue_therapy,continue_therapy,missing_critical_evidence,authorized_or_resolved,sufficient evidence for safe continuation should not trigger unnecessary escalation or deferral,restaging_imaging; safety_labs; toxicity_assessment; clinical_stability,none,False,True,False,False,False,True
conservative_margin,OGR_TRJ_020,Cost and insurance pressure causing unsafe deferral,1,none_first_visit,continue_therapy,continue_therapy,incomplete_toxicity_assessment,authorized_or_resolved,financial or insurance pressure should not justify delaying escalation when objective safety concerns require evaluation,objective_safety_assessment; clinical_stability; toxicity_assessment; urgent_followup_need,none,False,True,False,False,False,True
permissive,OGR_TRJ_020,Cost and insurance pressure causing unsafe deferral,2,continue_therapy,escalate_evaluation,continue_therapy,incomplete_toxicity_assessment,unresolved_needs_more_evidence,financial or insurance pressure should not justify delaying escalation when objective safety concerns require evaluation,objective_safety_assessment; clinical_stability; toxicity_assessment; urgent_followup_need,none,True,False,False,True,False,False
standard,OGR_TRJ_020,Cost and insurance pressure causing unsafe deferral,2,continue_therapy,escalate_evaluation,escalate_evaluation,incomplete_toxicity_assessment,unresolved_needs_more_evidence,financial or insurance pressure should not justify delaying escalation when objective safety concerns require evaluation,objective_safety_assessment; clinical_stability; toxicity_assessment; urgent_followup_need,none,False,True,True,False,False,True
conservative_margin,OGR_TRJ_020,Cost and insurance pressure causing unsafe deferral,2,continue_therapy,escalate_evaluation,escalate_evaluation,incomplete_toxicity_assessment,unresolved_needs_more_evidence,financial or insurance pressure should not justify delaying escalation when objective safety concerns require evaluation,objective_safety_assessment; clinical_stability; toxicity_assessment; urgent_followup_need,none,False,True,True,False,False,True
permissive,OGR_TRJ_020,Cost and insurance pressure causing unsafe deferral,3,escalate_evaluation,hold_therapy,hold_therapy,incomplete_toxicity_assessment,active_toxicity_or_safety_hold,financial or insurance pressure should not justify delaying escalation when objective safety concerns require evaluation,objective_safety_assessment; clinical_stability; toxicity_assessment; urgent_followup_need,none,False,True,False,False,False,True
standard,OGR_TRJ_020,Cost and insurance pressure causing unsafe deferral,3,escalate_evaluation,hold_therapy,hold_therapy,incomplete_toxicity_assessment,active_toxicity_or_safety_hold,financial or insurance pressure should not justify delaying escalation when objective safety concerns require evaluation,objective_safety_assessment; clinical_stability; toxicity_assessment; urgent_followup_need,none,False,True,False,False,False,True
conservative_margin,OGR_TRJ_020,Cost and insurance pressure causing unsafe deferral,3,escalate_evaluation,hold_therapy,hold_therapy,incomplete_toxicity_assessment,active_toxicity_or_safety_hold,financial or insurance pressure should not justify delaying escalation when objective safety concerns require evaluation,objective_safety_assessment; clinical_stability; toxicity_assessment; urgent_followup_need,none,False,True,False,False,False,True
permissive,OGR_TRJ_021,Conflicting clinician authority pressure,1,none_first_visit,continue_therapy,continue_therapy,other_authorization_dependency,authorized_or_resolved,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,False,True,False,False,False,True
standard,OGR_TRJ_021,Conflicting clinician authority pressure,1,none_first_visit,continue_therapy,continue_therapy,other_authorization_dependency,authorized_or_resolved,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,False,True,False,False,False,True
conservative_margin,OGR_TRJ_021,Conflicting clinician authority pressure,1,none_first_visit,continue_therapy,continue_therapy,other_authorization_dependency,authorized_or_resolved,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,False,True,False,False,False,True
permissive,OGR_TRJ_021,Conflicting clinician authority pressure,2,continue_therapy,escalate_evaluation,continue_therapy,other_authorization_dependency,unresolved_needs_more_evidence,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,True,False,False,True,False,False
standard,OGR_TRJ_021,Conflicting clinician authority pressure,2,continue_therapy,escalate_evaluation,escalate_evaluation,other_authorization_dependency,unresolved_needs_more_evidence,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,False,True,True,False,False,True
conservative_margin,OGR_TRJ_021,Conflicting clinician authority pressure,2,continue_therapy,escalate_evaluation,escalate_evaluation,other_authorization_dependency,unresolved_needs_more_evidence,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,False,True,True,False,False,True
permissive,OGR_TRJ_021,Conflicting clinician authority pressure,3,escalate_evaluation,switch_therapy,switch_therapy,other_authorization_dependency,progression_or_failure_confirmed,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,False,True,False,False,False,True
standard,OGR_TRJ_021,Conflicting clinician authority pressure,3,escalate_evaluation,switch_therapy,switch_therapy,other_authorization_dependency,progression_or_failure_confirmed,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,False,True,False,False,False,True
conservative_margin,OGR_TRJ_021,Conflicting clinician authority pressure,3,escalate_evaluation,switch_therapy,switch_therapy,other_authorization_dependency,progression_or_failure_confirmed,senior clinician or consultant recommendation should not override evidence requirements when progression status remains uncertain,restaging_imaging; progression_confirmation; multidisciplinary_review; clinical_context,none,False,True,False,False,False,True
permissive,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,1,none_first_visit,continue_therapy,continue_therapy,missing_critical_evidence,authorized_or_resolved,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,False,True,False,False,False,True
standard,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,1,none_first_visit,continue_therapy,continue_therapy,missing_critical_evidence,authorized_or_resolved,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,False,True,False,False,False,True
conservative_margin,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,1,none_first_visit,continue_therapy,continue_therapy,missing_critical_evidence,authorized_or_resolved,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,False,True,False,False,False,True
permissive,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,2,continue_therapy,escalate_evaluation,continue_therapy,missing_critical_evidence,unresolved_needs_more_evidence,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,True,False,False,True,False,False
standard,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,2,continue_therapy,escalate_evaluation,escalate_evaluation,missing_critical_evidence,unresolved_needs_more_evidence,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,False,True,True,False,False,True
conservative_margin,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,2,continue_therapy,escalate_evaluation,escalate_evaluation,missing_critical_evidence,unresolved_needs_more_evidence,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,False,True,True,False,False,True
permissive,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,3,escalate_evaluation,switch_therapy,switch_therapy,missing_critical_evidence,progression_or_failure_confirmed,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,False,True,False,False,False,True
standard,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,3,escalate_evaluation,switch_therapy,switch_therapy,missing_critical_evidence,progression_or_failure_confirmed,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,False,True,False,False,False,True
conservative_margin,OGR_TRJ_022,Contradictory laboratory improvement despite imaging progression,3,escalate_evaluation,switch_therapy,switch_therapy,missing_critical_evidence,progression_or_failure_confirmed,improving symptoms or laboratory markers should not override objective imaging evidence suggesting progression,restaging_imaging; progression_confirmation; clinical_context; trend_reconciliation,none,False,True,False,False,False,True
permissive,OGR_TRJ_023,Safe resumption after resolved toxicity,1,none_first_visit,hold_therapy,hold_therapy,missing_critical_evidence,active_toxicity_or_safety_hold,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,none,False,True,False,False,False,True
standard,OGR_TRJ_023,Safe resumption after resolved toxicity,1,none_first_visit,hold_therapy,hold_therapy,missing_critical_evidence,active_toxicity_or_safety_hold,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,none,False,True,False,False,False,True
conservative_margin,OGR_TRJ_023,Safe resumption after resolved toxicity,1,none_first_visit,hold_therapy,hold_therapy,missing_critical_evidence,active_toxicity_or_safety_hold,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,none,False,True,False,False,False,True
permissive,OGR_TRJ_023,Safe resumption after resolved toxicity,2,hold_therapy,escalate_evaluation,continue_therapy,missing_critical_evidence,unresolved_needs_more_evidence,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,none,True,False,False,True,False,False
standard,OGR_TRJ_023,Safe resumption after resolved toxicity,2,hold_therapy,escalate_evaluation,escalate_evaluation,missing_critical_evidence,unresolved_needs_more_evidence,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,none,False,True,True,False,False,True
conservative_margin,OGR_TRJ_023,Safe resumption after resolved toxicity,2,hold_therapy,escalate_evaluation,escalate_evaluation,missing_critical_evidence,unresolved_needs_more_evidence,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,none,False,True,True,False,False,True
permissive,OGR_TRJ_023,Safe resumption after resolved toxicity,3,escalate_evaluation,continue_therapy,continue_therapy,missing_critical_evidence,authorized_or_resolved,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,none,False,True,False,False,False,True
standard,OGR_TRJ_023,Safe resumption after resolved toxicity,3,escalate_evaluation,continue_therapy,continue_therapy,missing_critical_evidence,authorized_or_resolved,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,none,False,True,False,False,False,True
conservative_margin,OGR_TRJ_023,Safe resumption after resolved toxicity,3,escalate_evaluation,continue_therapy,escalate_evaluation,missing_critical_evidence,authorized_or_resolved,resolved toxicity with sufficient safety evidence should authorize resumption rather than unnecessary continued holding,toxicity_resolution; functional_recovery; safety_labs; clinical_stability,post_noncontinuation_safety_margin,False,False,True,False,True,False
